case_id,week,popwght,state,nielsen,metro,region,division,ownhome,mstatus,emply,hhcomp,adults,adultm,adultf,kids1217,kids611,kids06,di22a1,di22a2,di22a3,di22a4,di22a5,di22b1,di22b2,di22b3,di22b4,di22b5,di22c1,di22c2,di22c3,di22c4,di22c5,parent,age,age2,educ,income,race,affilrot,polaffil,d3rot,d3_a,regvote,othtel,sex,reli1,ident,l1,c1,c1a,qnco1,qnco3,partycbs,pphl3,age30,age50,age65,age5,degree,income3,income10,married,parents,cbsrace,cbsreli6,cbsreli2,cbschris,sumo1,sumo2,su3rot,sumo3,su4rot,sumo4,su5rot,sumo5,sumo6,sumo9,sumo7,su8rot,sumo8,sumo10,sumo11,su12rot,sumo12,su13rot,sumo13
70000056,803,1.0652,NE,B,Center City (Metro),North Central,West North Central,Rented,"Single, that is never married",Full-time,Two,One,One,None,None,None,One, , , , , , , , , , ,1, , , , ,No,24, ,Some college,"$25,000 but less than $30,000",Black Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Don't know,No,Cell phone household only,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Don't know/no answer,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,Black,None,Non-religious,No,Wouldn't matter much,Frequently,too many/too few,Right amount,big/small,Big screen,at home/in theater,Same amount,Quality of work,Will watch,"Yes, will eat pizza",24531,Pepperoni,Yes,No,men/women,Don't know/no answer,size/quality,Quality
70000058,803,.9969,TN,B,Surburban (Metro),South,East South Central,Rented,"Single, that is never married",Part-time,One,One,One,None, , , , , , , , , , , , , , , , , , , ,28, ,Graduated college,"$15,000 but less than $25,000",White Non-Hispanic,Male Democrat/Republican,A Democrat,d3 1-5 asked,Very liberal,No,Cell phone household only,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Liberal,18-29,18-49,18-64,18-34,College,Under $50k,Under $100k,Not married,No,White,None,Non-religious,No,Wouldn't matter much,Rarely,too many/too few,Too many,small/big,Big screen,in theater/at home,More at home,Quality of work,Will watch,"Yes, will eat pizza",41532,Onions,Yes,Yes,women/men,Women more romantic,size/quality,Quality
70000059,803,.2766,MN,A,Center City (Metro),North Central,West North Central,Owned,Married,Full-time,Four,Four,Three,One, , , , , , , , , , , , , , , , , , , ,69, ,Some college,"$50,000 but less than $75,000",White Hispanic,Male Democrat/Republican,An Independent,d3 5-1 asked,Very conservative,Yes,Three,Male,Protestant,Cell Phone sample, ,"Yes, has a home telephone",4,United States, ,Independents,Conservative,30+,50+,65+,65+,No degree,$50k but under $100k,Under $100k,Married,No,White,Protestant,Religious,Yes,More likely,Sometimes,too few/too many,Too many,big/small,Small screen,at home/in theater,More at home,Prejudice played a role,Will watch,"Yes, will eat pizza",53241,Pepperoni,Yes,Yes,women/men,No difference,quality/size,Quality
70000060,803,1.2675,LA,B,Surburban (Metro),South,West South Central,Owned,Married,Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,63, ,Graduated college,"$100,000 to under $150,000",White Non-Hispanic,Male Republican/Democrat,A Democrat,d3 5-1 asked,Somewhat liberal,Yes,None,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",1, , ,Democrats,Liberal,30+,50+,18-64,55-64,College,$100k+,$100k+,Married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Too many,small/big,Big screen,in theater/at home,More at a theater,Quality of work,Will watch,"No, won't eat pizza",23541,Pepperoni,Yes,Yes,men/women,Don't know/no answer,size/quality,Quality
70000062,803,.5815,TX,C,Center City (Metro),South,West South Central,Owned,Married,Retired,Five,Three,One,Two,One,One,None,15, , , , ,6, , , , , , , , , ,Yes,65, ,High school graduate,"Less than $15,000",White Hispanic,Male Republican/Democrat,An Independent,d3 5-1 asked,Refused,No,Cell phone household only,Female,Jehovah's Witness,Cell Phone sample, ,"No, no home telephone",2,United States, ,Independents,Don't know/no answer,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Married,Yes,White,Other,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Right amount,big/small,Small screen,in theater/at home,More at home,Quality of work,Will watch,"No, won't eat pizza",23154,Mushrooms,Yes,No,men/women,Women more romantic,size/quality,Quality
70000063,803,.9472,TX,B,Surburban (Metro),South,West South Central,Owned,"Single, that is never married",Full-time,Three,Three,Two,One, , , , , , , , , , , , , , , , , , , ,18, ,High school graduate,"$75,000 but less than $100,000",White Hispanic,Male Democrat/Republican,A Democrat,d3 5-1 asked,Moderate,Yes,Cell phone household only,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1,United States, ,Democrats,Moderate,18-29,18-49,18-64,18-34,No degree,$50k but under $100k,Under $100k,Not married,No,White,None,Non-religious,No,Wouldn't matter much,Never,too few/too many,Right amount,big/small,Big screen,in theater/at home,More at home,Prejudice played a role,Won't watch, ,35124,Pepperoni,Yes,No,men/women,Women more romantic,quality/size,Size
70000064,803,.5839,TN,D,Non-Metro,South,East South Central,Owned,Separated,Retired,Two,Two,Two,None, , , , , , , , , , , , , , , , , , , ,69, ,Less than high school graduate,"Less than $15,000",Black Non-Hispanic,Male Democrat/Republican,A Democrat,d3 1-5 asked,Somewhat conservative,Yes,Cell phone household only,Male,"Church of Christ, or Disciples of Christ (Christian Church)",Cell Phone sample, ,"No, no home telephone",2, , ,Democrats,Conservative,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Not married,No,Black,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Right amount,small/big,Small screen,at home/in theater,More at home,Quality of work,Will watch,"No, won't eat pizza",23145,Sausage,No,No,women/men,Women more romantic,quality/size,Quality
70000065,803,1.6561,TX,B,Center City (Metro),South,West South Central,Owned,"Single, that is never married",Full-time,Five,Three,One,Two,None,One,One, , , , , ,6, , , , ,3, , , , ,Yes,23, ,Some college,"Less than $15,000",White Hispanic,Male Democrat/Republican,Other,d3 1-5 asked,Somewhat conservative,No,Cell phone household only,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",1,United States, ,Independents,Conservative,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,Yes,White,Catholic,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Right amount,big/small, Doesn't matter,in theater/at home,More at home,Prejudice played a role,Will watch,"No, won't eat pizza",34251,Pepperoni,Yes,Yes,women/men,Women more romantic,size/quality,Quality
70000067,803,.7614,FL,A,Center City County (Metro),South,South Atlantic,Owned,Married,Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,55, ,Some college,"$50,000 but less than $75,000",Native American/American Indian/Alaska Native,Male Democrat/Republican,A Republican,d3 1-5 asked,Very liberal,Yes,None,Female,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone",2, , ,Republicans,Liberal,30+,50+,18-64,55-64,No degree,$50k but under $100k,Under $100k,Married,No,Other/Mixed,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Right amount,big/small,Don't know/no answer,at home/in theater,More at home,Quality of work,Will watch,"No, won't eat pizza",45321,Don't know/no answer,Yes,No,men/women,Women more romantic,size/quality,Quality
70000068,803,1.5617,WI,B,Center City County (Metro),North Central,East North Central,Owned,Married,Full-time,Five,Two,One,One,One,Two,None,14, , , , ,11,9, , , , , , , , ,Yes,39, ,Some college,"$75,000 but less than $100,000",White Non-Hispanic,Male Democrat/Republican,A Republican,d3 1-5 asked,Somewhat conservative,Yes,None,Male,Lutheran,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Republicans,Conservative,30+,18-49,18-64,35-44,No degree,$50k but under $100k,Under $100k,Married,Yes,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Too many,small/big,Big screen,at home/in theater,More at home,Quality of work,Will watch,"No, won't eat pizza",21354,Sausage,No,No,women/men,Women more romantic,size/quality,Quality
70000070,803,.9769,CA,B,Center City County (Metro),West,Pacific,Rented,Widowed,Retired,Six,Six,Two,Four, , , , , , , , , , , , , , , , , , , ,74, ,High school graduate,"Less than $50,000 (Unspecified)",White Non-Hispanic,Male Republican/Democrat,A Democrat,d3 5-1 asked,Very conservative,Yes,Cell phone household only,Female,Protestant,Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Conservative,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Never,too few/too many,Too many,small/big,Big screen,at home/in theater,More at home,Don't know/no answer,Won't watch, ,14352,Onions,No,Yes,women/men,Women more romantic,quality/size,Quality
70000071,803,.9977,HI,B,No Metro Status,West,Pacific,Rented,"Single, that is never married",Part-time,Four,Four,Two,Two, , , , , , , , , , , , , , , , , , , ,21, ,High school graduate,"$15,000 but less than $25,000",Asian/Chinese/Japanese,Male Republican/Democrat,An Independent,d3 5-1 asked,Moderate,Yes,None,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",1, , ,Independents,Moderate,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,Other/Mixed,Catholic,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Right amount,small/big,Big screen,in theater/at home,Same amount,Quality of work,Won't watch, ,53142,Mushrooms,Yes,No,men/women,Men more romantic,size/quality,Quality
70000072,803,2.1003,CA,B,Center City (Metro),West,Pacific,Rented,"Single, that is never married",Temporarily unemployed,Six,Two,One,One,None,None,Four, , , , , , , , , , ,3,2,1,Less than 1 year, ,Yes,22, ,Some college,"Less than $15,000",Mixed,Male Democrat/Republican,An Independent,d3 5-1 asked,Very conservative,Yes,Cell phone household only,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Conservative,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,Yes,Other/Mixed,None,Non-religious,No,More likely,Frequently,too many/too few,Too many,small/big,Small screen,in theater/at home,More at home,Quality of work,Will watch,"Yes, will eat pizza",32541,Pepperoni,Yes,No,women/men,Women more romantic,quality/size,Quality
70000075,803,2.1003,AZ,A,Center City (Metro),West,Mountain,Rented,"Single, living with a partner",Part-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,21, ,Some college,"Less than $15,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 1-5 asked,Very liberal,Yes,Cell phone household only,Female,Agnostic,Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Liberal,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,White,None,Non-religious,No,Wouldn't matter much,Never,too few/too many,Right amount,big/small,Big screen,at home/in theater,More at home,Prejudice played a role,Won't watch, ,31245,Mushrooms,Yes,No,women/men,Men more romantic,quality/size,Quality
70000076,803,.4588,CA,B,Center City (Metro),West,Pacific,Owned,"Single, living with a partner",Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,50, ,High school graduate,"$50,000 but less than $75,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 1-5 asked,Very liberal,No,Two,Female,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Independents,Liberal,30+,50+,18-64,45-54,No degree,$50k but under $100k,Under $100k,Not married,No,White,None,Non-religious,No,Wouldn't matter much,Sometimes,too many/too few,Don't know/no answer,big/small,Small screen,in theater/at home,More at home,Don't know/no answer,Won't watch, ,15423,Sausage,Yes,No,women/men,Men more romantic,size/quality,Quality
70000077,803,1.1242,CA,B,Center City (Metro),West,Pacific,Rented,"Single, that is never married",Full-time,One,One,One,None, , , , , , , , , , , , , , , , , , , ,25, ,Graduated college,"$25,000 but less than $30,000",White Non-Hispanic,Male Republican/Democrat,A Republican,d3 1-5 asked,Somewhat conservative,Yes,Cell phone household only,Male,Baptist,Cell Phone sample, ,"No, no home telephone",1, , ,Republicans,Conservative,18-29,18-49,18-64,18-34,College,Under $50k,Under $100k,Not married,No,White,Protestant,Religious,Yes,More likely,Sometimes,too many/too few,Right amount,big/small,Big screen,in theater/at home,More at a theater,Quality of work,Will watch,"Yes, will eat pizza",23514,Sausage,Yes,Yes,women/men,Women more romantic,size/quality,Quality
70000080,803,.6882,CA,A,Center City County (Metro),West,Pacific,Owned,Married,Full-time,Three,Three,One,Two, , , , , , , , , , , , , , , , , , , ,45, ,Graduated college,"$200,000 to under $250,000",Asian/Chinese/Japanese,Male Republican/Democrat,A Democrat,d3 1-5 asked,Somewhat conservative,No,Cell phone household only,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone",5, , ,Democrats,Conservative,30+,18-49,18-64,45-54,College,$100k+,$100k+,Married,No,Other/Mixed,None,Non-religious,No,Less likely,Sometimes,too many/too few,Too many,small/big,Big screen,at home/in theater,More at a theater,Prejudice played a role,Won't watch, ,24531,Onions,Yes,No,men/women,No difference,size/quality,Quality
70000082,803,1.7913,HI,B,Center City (Metro),West,Pacific,Rented,"Single, that is never married",Student,Three,Three,None,Three, , , , , , , , , , , , , , , , , , , ,18, ,Less than high school graduate,"$15,000 but less than $25,000",Unspecified Hispanic,Male Republican/Democrat,A Democrat,d3 5-1 asked,Somewhat conservative,No,None,Female,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone",1,Another Country,8,Democrats,Conservative,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,Other/Mixed,Protestant,Religious,Yes,Less likely,Sometimes,too few/too many,Right amount,big/small,Small screen,at home/in theater,More at home,Quality of work,Won't watch, ,52134,Sausage,No,No,men/women,Women more romantic,quality/size,Size
70000083,803,1.1475,CA,A,Center City County (Metro),West,Pacific,Rented,"Single, that is never married",Part-time,Five,Three,Two,One,None,Two,None, , , , , ,10,8, , , , , , , , ,No,18, ,High school graduate,"$50,000 but less than $75,000",Unspecified Hispanic,Male Republican/Democrat,An Independent,d3 5-1 asked,Very liberal,No,Cell phone household only,Male,Agnostic,Cell Phone sample, ,"No, no home telephone",1,United States, ,Independents,Liberal,18-29,18-49,18-64,18-34,No degree,$50k but under $100k,Under $100k,Not married,No,Other/Mixed,None,Non-religious,No,Wouldn't matter much,Rarely,too many/too few,Right amount,big/small,Big screen,at home/in theater,Same amount,Don't know/no answer,Won't watch, ,15324,Mushrooms,Yes,No,women/men,Women more romantic,size/quality,Quality
70000085,803,1.1829,CA,A,Center City (Metro),West,Pacific,Rented,"Single, that is never married",Part-time,One,One,One,None, , , , , , , , , , , , , , , , , , , ,33, ,Technical school/other,"Less than $15,000",Black Non-Hispanic,Male Republican/Democrat,An Independent,d3 1-5 asked,Refused,Yes,Cell phone household only,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",2, , ,Independents,Don't know/no answer,30+,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,No,Black,Protestant,Religious,Yes,Wouldn't matter much,Frequently,too few/too many,Right amount,big/small,Big screen,in theater/at home,Same amount,Don't know/no answer,Won't watch, ,54123,Sausage,Yes,Yes,women/men,Women more romantic,quality/size,Quality
70000087,803,1.1611,WA,A,Center City (Metro),West,Pacific,Rented,"Single, that is never married",Temporarily unemployed,Four,Three,One,Two,None,One,None, , , , , ,11, , , , , , , , , ,No,23, ,Graduated college,"$40,000 but less than $50,000",Native American/American Indian/Alaska Native,Male Democrat/Republican,A Democrat,d3 5-1 asked,Moderate,Yes,None,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",1, , ,Democrats,Moderate,18-29,18-49,18-64,18-34,College,Under $50k,Under $100k,Not married,No,Other/Mixed,Catholic,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Too many,big/small,Small screen,in theater/at home,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",54231,Pepperoni,Yes,No,women/men,Women more romantic,size/quality,Quality
70000088,803,.8245,AK,D,No Metro Status,West,Pacific,Owned,Married,Part-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,74, ,Some college,"$75,000 but less than $100,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 5-1 asked,Moderate,Yes,Cell phone household only,Male,Protestant,Cell Phone sample, ,"No, no home telephone",2, , ,Independents,Moderate,30+,50+,65+,65+,No degree,$50k but under $100k,Under $100k,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too few/too many,Right amount,big/small,Small screen,in theater/at home,More at home,Quality of work,Won't watch, ,52413,Pepperoni,No,Yes,women/men,Women more romantic,size/quality,Size
70000089,803,.7662,CA,A,Center City County (Metro),West,Pacific,Rented,Married,Full-time,Four,Two,One,One,One,One,None,17, , , , ,9, , , , , , , , , ,Yes,48, ,Some college,"$25,000 but less than $30,000",Unspecified Hispanic,Male Democrat/Republican,A Democrat,d3 1-5 asked,Moderate,Yes,One,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",1,United States, ,Democrats,Moderate,30+,18-49,18-64,45-54,No degree,Under $50k,Under $100k,Married,Yes,Other/Mixed,Catholic,Religious,Yes,Wouldn't matter much,Rarely,too many/too few,Right amount,small/big,Small screen,at home/in theater,More at home,Quality of work,Will watch,"No, won't eat pizza",51324,Pepperoni,No,Yes,men/women,Women more romantic,size/quality,Quality
70000090,803,.9329,NV,B,Center City (Metro),West,Mountain,Owned,Married,Full-time,Five,Three,One,Two,None,One,One, , , , , ,8, , , , ,3, , , , ,Yes,29, ,Graduated college,"$25,000 but less than $30,000",Asian/Chinese/Japanese,Male Democrat/Republican,An Independent,d3 5-1 asked,Somewhat conservative,No,Cell phone household only,Female,Jehovah's Witness,Cell Phone sample, ,"No, no home telephone",3, , ,Independents,Conservative,18-29,18-49,18-64,18-34,College,Under $50k,Under $100k,Married,Yes,Other/Mixed,Other,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Right amount,small/big,Small screen,at home/in theater,More at home,Quality of work,Will watch,"No, won't eat pizza",54231,Pepperoni,Yes,No,men/women,Women more romantic,quality/size,Quality
70000092,803,1.2991,AZ,A,No Metro Status,West,Mountain,Rented,"Single, that is never married",Full-time,Two,Two,Two,None, , , , , , , , , , , , , , , , , , , ,21, ,Some college,"$50,000 but less than $75,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Moderate,Yes,Cell phone household only,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Moderate,18-29,18-49,18-64,18-34,No degree,$50k but under $100k,Under $100k,Not married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Right amount,small/big,Big screen,in theater/at home,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",13542,Pepperoni,Yes,No,men/women,Women more romantic,quality/size,Quality
70000093,803,1.2735,OR,B,No Metro Status,West,Pacific,Rented,Divorced,Full-time,Seven,Seven,Seven,None, , , , , , , , , , , , , , , , , , , ,51, ,Graduated college,"$15,000 but less than $25,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 5-1 asked,Somewhat conservative,Yes,None,Male,Agnostic,Cell Phone sample, ,"Yes, has a home telephone",1, , ,Independents,Conservative,30+,50+,18-64,45-54,College,Under $50k,Under $100k,Not married,No,White,None,Non-religious,No,Wouldn't matter much,Rarely,too few/too many,Too many,big/small,Small screen,in theater/at home,More at home,Quality of work,Won't watch, ,35412,Pepperoni,No,Yes,men/women,Women more romantic,quality/size,Quality
70000095,803,3.1436,CA,A,Surburban (Metro),West,Pacific,Rented,Married,Full-time,Three,Two,One,One,None,None,One, , , , , , , , , , ,Less than 1 year, , , , ,Yes,37, ,Graduated college,"$200,000 to under $250,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Moderate,No,Cell phone household only,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Moderate,30+,18-49,18-64,35-44,College,$100k+,$100k+,Married,Yes,White,None,Non-religious,No,Wouldn't matter much,Rarely,too many/too few,Right amount,small/big,Big screen,in theater/at home,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",23451,Pepperoni,Yes,Yes,women/men,Women more romantic,size/quality,Quality
70000097,803,.8232,NY,A,Center City (Metro),North East,Mid Atlantic,Rented,"Single, living with a partner",Full-time,Three,Two,One,One,None,None,One, , , , , , , , , , ,Less than 1 year, , , , ,Yes,20, ,High school graduate,"$15,000 but less than $25,000",Black Hispanic,Male Democrat/Republican,An Independent,d3 5-1 asked,Very liberal,No,Cell phone household only,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone",2,United States, ,Independents,Liberal,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,Yes,Black,None,Non-religious,No,Wouldn't matter much,Rarely,too few/too many,Too many,small/big,Big screen,at home/in theater,More at home,Don't know/no answer,Won't watch, ,15432,Mushrooms,No,No,women/men,Women more romantic,size/quality,Quality
70000098,803,.3961,CA,A,Center City County (Metro),West,Pacific,Owned,Widowed,Retired,One,One,One,None, , , , , , , , , , , , , , , , , , , ,70, ,Graduated college,"$250,000 or more",White Hispanic,Male Republican/Democrat,An Independent,d3 1-5 asked,Moderate,Yes,Cell phone household only,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",2,United States, ,Independents,Moderate,30+,50+,65+,65+,College,$100k+,$100k+,Not married,No,White,Catholic,Religious,Yes,Less likely,Sometimes,too many/too few,Right amount,big/small,Big screen,at home/in theater,More at home,Prejudice played a role,Will watch,"No, won't eat pizza",12354,Don't know/no answer,Yes,No,women/men,Women more romantic,size/quality,Size
70000100,803,2.2626,CA,A,Center City (Metro),West,Pacific,Owned,"Single, that is never married",Full-time,Three,One,None,One,None,One,One, , , , , ,8, , , , ,Less than 1 year, , , , ,Yes,28, ,Some college,"$40,000 but less than $50,000",Black Non-Hispanic,Male Republican/Democrat,A Democrat,d3 1-5 asked,Very liberal,Yes,Cell phone household only,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Liberal,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,Yes,Black,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Right amount,small/big,Small screen,in theater/at home,More at home,Prejudice played a role,Will watch,"No, won't eat pizza",13452,Pepperoni,Yes,Yes,women/men,No difference,quality/size,Size
70000101,803,.9052,AK,C,Center City (Metro),West,Pacific,Owned,Divorced,Full-time,Two,Two,None,Two, , , , , , , , , , , , , , , , , , , ,68, ,Graduate school or more,Refused,White Non-Hispanic,Male Republican/Democrat,An Independent,d3 5-1 asked,Somewhat liberal,Yes,Cell phone household only,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Liberal,30+,50+,65+,65+,Post grad,Don't know/no answer,Don't know/no answer,Not married,No,White,None,Non-religious,No,Wouldn't matter much,Frequently,too few/too many,Right amount,small/big,Big screen,at home/in theater,Same amount,Don't know/no answer,Won't watch, ,53241,Don't eat pizza,No,Yes,women/men,Don't know/no answer,quality/size,Don't know/no answer
70000102,803,.9643,OR,D,Non-Metro,West,Pacific,Rented,Widowed,Retired,One,One,None,One, , , , , , , , , , , , , , , , , , , ,65, ,Some college,"$25,000 but less than $30,000",White Non-Hispanic,Male Republican/Democrat,A Democrat,d3 1-5 asked,Somewhat liberal,Yes,Cell phone household only,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",1, , ,Democrats,Liberal,30+,50+,65+,65+,No degree,Under $50k,Under $100k,Not married,No,White,Catholic,Religious,Yes,Wouldn't matter much,Frequently,too many/too few,Too many,small/big,Small screen,in theater/at home,More at home,Prejudice played a role,Will watch,"No, won't eat pizza",31254,Pepperoni,No,Yes,women/men,Women more romantic,quality/size,Quality
70000104,803,.5874,NC,B,Surburban (Metro),South,South Atlantic,Rented,"Single, living with a partner",Full-time,Three,Two,One,One,None,One,None, , , , , ,6, , , , , , , , , ,Yes,22, ,Some college,"$30,000 but less than $40,000",White Non-Hispanic,Male Republican/Democrat,A Republican,d3 5-1 asked,Somewhat conservative,Yes,Cell phone household only,Male,Baptist,Cell Phone sample, ,"No, no home telephone",2, , ,Republicans,Conservative,18-29,18-49,18-64,18-34,No degree,Under $50k,Under $100k,Not married,Yes,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too many/too few,Too many,small/big,Small screen,in theater/at home,More at home,Quality of work,Will watch,"Yes, will eat pizza",53241,Pepperoni,Yes,No,women/men,Women more romantic,size/quality,Quality
70000107,803,1.5349,TN,C,Non-Metro,South,East South Central,Rented,Married,Student,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,26, ,Graduated college,"$30,000 but less than $40,000",White Non-Hispanic,Male Republican/Democrat,An Independent,d3 1-5 asked,Somewhat conservative,Yes,Cell phone household only,Male,Protestant,Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Conservative,18-29,18-49,18-64,18-34,College,Under $50k,Under $100k,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Rarely,too many/too few,Too many,small/big,Big screen,in theater/at home,More at home,Quality of work,Will watch,"No, won't eat pizza",13452,Onions,Yes,No,women/men,Men more romantic,size/quality,Quality
70000108,803,1.5108,FL,B,Surburban (Metro),South,South Atlantic,Owned,Married,Retired,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,74, ,High school graduate,Refused,White Non-Hispanic,Male Republican/Democrat,A Republican,d3 5-1 asked,Somewhat conservative,Yes,Cell phone household only,Male,Lutheran,Cell Phone sample, ,"No, no home telephone",1, , ,Republicans,Conservative,30+,50+,65+,65+,No degree,Don't know/no answer,Don't know/no answer,Married,No,White,Protestant,Religious,Yes,Wouldn't matter much,Sometimes,too few/too many,Don't know/no answer,small/big,Small screen,at home/in theater,More at home,Don't know/no answer,Will watch,"No, won't eat pizza",21354,Sausage,No,No,women/men,Don't know/no answer,size/quality,Size
70000111,803,.5873,WI,C,Center City (Metro),North Central,East North Central,Owned,Divorced,Full-time,One,One,None,One, , , , , , , , , , , , , , , , , , , ,51, ,Graduate school or more,"$75,000 but less than $100,000",White Non-Hispanic,Male Republican/Democrat,A Republican,d3 1-5 asked,Somewhat conservative,Yes,Cell phone household only,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone",2, , ,Republicans,Conservative,30+,50+,18-64,45-54,Post grad,$50k but under $100k,Under $100k,Not married,No,White,None,Non-religious,No,Wouldn't matter much,Sometimes,too few/too many,Too many,big/small,Small screen,at home/in theater,More at home,Quality of work,Will watch,"No, won't eat pizza",54321,Sausage,No,No,men/women,Women more romantic,size/quality,Quality
70000112,803,2.5897,NJ,A,Surburban (Metro),North East,Mid Atlantic,Owned,Married,Full-time,Two,Two,One,One, , , , , , , , , , , , , , , , , , , ,32, ,Graduated college,Refused,White Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Somewhat liberal,Yes,Cell phone household only,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",1, , ,Independents,Liberal,30+,18-49,18-64,18-34,College,Don't know/no answer,Don't know/no answer,Married,No,White,None,Non-religious,No,Wouldn't matter much,Sometimes,too few/too many,Too many,big/small,Small screen,in theater/at home,More at home,Don't know/no answer,Will watch,"Yes, will eat pizza",31425,Pepperoni,No,No,men/women,Women more romantic,size/quality,Quality
70000114,803,1.4593,NY,A,Center City (Metro),North East,Mid Atlantic,Owned,Married,Disabled/Handicapped,Three,Three,One,Two, , , , , , , , , , , , , , , , , , , ,58, ,Graduated college,"$15,000 but less than $25,000",White Non-Hispanic,Male Democrat/Republican,An Independent,d3 1-5 asked,Moderate,Yes,None,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",1, , ,Independents,Moderate,30+,50+,18-64,55-64,College,Under $50k,Under $100k,Married,No,White,Catholic,Religious,Yes,Less likely,Sometimes,too many/too few,Too many,big/small,Big screen,at home/in theater,Same amount,Quality of work,Will watch,"No, won't eat pizza",23145,Mushrooms,No,Yes,women/men,Women more romantic,size/quality,Quality
